vehicle_identifier, vehicle_identification_number, gps_lat, gps_lng, battery_charge, vehicle_status, created_on
4780-LMH,UCYS01S0ZMB000392,41.407619,2.19705,95,TRAVELLING,2021-03-11 12:45:52.19509+00
4780-LMH,UCYS01S0ZMB000392,41.407339,2.197428,95,TRAVELLING,2021-03-11 12:45:55.39385+00
4780-LMH,UCYS01S0ZMB000392,41.406069,2.199153,94,TRAVELLING,2021-03-11 12:46:10.546069+00
4780-LMH,UCYS01S0ZMB000392,41.405332,2.200162,94,TRAVELLING,2021-03-11 12:46:26.371931+00
4780-LMH,UCYS01S0ZMB000392,41.404955,2.200687,94,TRAVELLING,2021-03-11 12:46:37.111035+00
4780-LMH,UCYS01S0ZMB000392,41.4049,2.200688,94,TRAVELLING,2021-03-11 12:46:51.505239+00
4780-LMH,UCYS01S0ZMB000392,41.404911,2.200686,94,TRAVELLING,2021-03-11 12:47:06.816787+00
4780-LMH,UCYS01S0ZMB000392,41.404915,2.200695,94,TRAVELLING,2021-03-11 12:47:17.046742+00
4780-LMH,UCYS01S0ZMB000392,41.404402,2.20131,94,TRAVELLING,2021-03-11 12:47:30.073717+00
4780-LMH,UCYS01S0ZMB000392,41.403865,2.202027,94,TRAVELLING,2021-03-11 12:47:37.408018+00
4780-LMH,UCYS01S0ZMB000392,41.40357,2.202416,94,TRAVELLING,2021-03-11 12:47:47.158821+00
4780-LMH,UCYS01S0ZMB000392,41.403573,2.202419,94,TRAVELLING,2021-03-11 12:47:48.55482+00
4780-LMH,UCYS01S0ZMB000392,41.402958,2.203235,94,TRAVELLING,2021-03-11 12:48:05.464843+00
4780-LMH,UCYS01S0ZMB000392,41.402811,2.203378,94,TRAVELLING,2021-03-11 12:48:16.860341+00
4780-LMH,UCYS01S0ZMB000392,41.40277,2.203589,94,TRAVELLING,2021-03-11 12:48:26.487879+00
4780-LMH,UCYS01S0ZMB000392,41.402747,2.203622,94,TRAVELLING,2021-03-11 12:48:35.804079+00
4780-LMH,UCYS01S0ZMB000392,41.402227,2.204403,94,TRAVELLING,2021-03-11 12:48:49.43496+00
4780-LMH,UCYS01S0ZMB000392,41.401851,2.204955,94,TRAVELLING,2021-03-11 12:49:01.585372+00
4780-LMH,UCYS01S0ZMB000392,41.40184,2.204973,94,TRAVELLING,2021-03-11 12:49:12.785272+00
4780-LMH,UCYS01S0ZMB000392,41.401167,2.20589,94,TRAVELLING,2021-03-11 12:49:27.411109+00
4780-LMH,UCYS01S0ZMB000392,41.400726,2.206498,93,TRAVELLING,2021-03-11 12:49:36.672467+00
4780-LMH,UCYS01S0ZMB000392,41.400677,2.206545,93,TRAVELLING,2021-03-11 12:49:51.539285+00
4780-LMH,UCYS01S0ZMB000392,41.400673,2.206554,93,TRAVELLING,2021-03-11 12:49:55.633725+00
4780-LMH,UCYS01S0ZMB000392,41.400667,2.206566,93,TRAVELLING,2021-03-11 12:49:57.28827+00
4780-LMH,UCYS01S0ZMB000392,41.400667,2.206567,93,TRAVELLING,2021-03-11 12:49:59.926979+00
4780-LMH,UCYS01S0ZMB000392,41.400665,2.206577,93,TRAVELLING,2021-03-11 12:50:03.328369+00
4780-LMH,UCYS01S0ZMB000392,41.400383,2.207041,93,TRAVELLING,2021-03-11 12:50:15.40087+00
4780-LMH,UCYS01S0ZMB000392,41.40069,2.207474,93,TRAVELLING,2021-03-11 12:50:24.51084+00
4780-LMH,UCYS01S0ZMB000392,41.401202,2.208238,93,TRAVELLING,2021-03-11 12:50:39.444898+00
4780-LMH,UCYS01S0ZMB000392,41.401718,2.208856,93,TRAVELLING,2021-03-11 12:50:50.54973+00
4780-LMH,UCYS01S0ZMB000392,41.401796,2.208884,93,TRAVELLING,2021-03-11 12:51:05.630976+00
4780-LMH,UCYS01S0ZMB000392,41.401872,2.208902,93,TRAVELLING,2021-03-11 12:51:20.498183+00
4780-LMH,UCYS01S0ZMB000392,41.401925,2.208916,93,TRAVELLING,2021-03-11 12:51:35.395042+00
4780-LMH,UCYS01S0ZMB000392,41.401955,2.208952,93,TRAVELLING,2021-03-11 12:51:50.277163+00
4780-LMH,UCYS01S0ZMB000392,41.401957,2.208996,93,TRAVELLING,2021-03-11 12:51:58.947926+00
4780-LMH,UCYS01S0ZMB000392,41.402148,2.209249,93,TRAVELLING,2021-03-11 12:52:13.854359+00
4780-LMH,UCYS01S0ZMB000392,41.402348,2.209537,93,TRAVELLING,2021-03-11 12:52:28.35823+00
4780-LMH,UCYS01S0ZMB000392,41.402376,2.209547,93,TRAVELLING,2021-03-11 12:52:30.629975+00
4780-LMH,UCYS01S0ZMB000392,41.40238,2.209545,93,TRAVELLING,2021-03-11 12:52:32.052049+00
4780-LMH,UCYS01S0ZMB000392,41.402381,2.209563,93,TRAVELLING,2021-03-11 12:52:46.227334+00
4780-LMH,UCYS01S0ZMB000392,41.402341,2.209596,93,TRAVELLING,2021-03-11 12:53:01.413286+00
4780-LMH,UCYS01S0ZMB000392,41.402335,2.209597,93,TRAVELLING,2021-03-11 12:53:17.470099+00
4780-LMH,UCYS01S0ZMB000392,41.402339,2.20959,93,TRAVELLING,2021-03-11 12:53:31.395417+00
4780-LMH,UCYS01S0ZMB000392,41.402384,2.209571,93,TRAVELLING,2021-03-11 12:53:46.267452+00
4780-LMH,UCYS01S0ZMB000392,41.402432,2.209557,93,TRAVELLING,2021-03-11 12:54:01.587405+00
4780-LMH,UCYS01S0ZMB000392,41.402439,2.209558,93,TRAVELLING,2021-03-11 12:54:16.398222+00
4780-LMH,UCYS01S0ZMB000392,41.402457,2.209559,93,TRAVELLING,2021-03-11 12:54:31.304302+00
4780-LMH,UCYS01S0ZMB000392,41.402478,2.209576,93,TRAVELLING,2021-03-11 12:54:46.421596+00
4780-LMH,UCYS01S0ZMB000392,41.402507,2.209569,93,TRAVELLING,2021-03-11 12:55:01.330625+00
4780-LMH,UCYS01S0ZMB000392,41.402542,2.20956,93,TRAVELLING,2021-03-11 12:55:17.18939+00
4780-LMH,UCYS01S0ZMB000392,41.402567,2.209555,93,TRAVELLING,2021-03-11 12:55:30.681322+00
4780-LMH,UCYS01S0ZMB000392,41.40254,2.20955,93,TRAVELLING,2021-03-11 12:56:29.679813+00
4780-LMH,UCYS01S0ZMB000392,41.402541,2.209551,93,TRAVELLING,2021-03-11 12:56:33.129275+00
4780-LMH,UCYS01S0ZMB000392,41.40275,2.209929,93,TRAVELLING,2021-03-11 12:56:48.207861+00
4780-LMH,UCYS01S0ZMB000392,41.40284,2.210049,93,TRAVELLING,2021-03-11 12:56:54.585213+00
4780-LMH,UCYS01S0ZMB000392,41.402869,2.210057,93,TRAVELLING,2021-03-11 12:57:06.901495+00
4780-LMH,UCYS01S0ZMB000392,41.402915,2.210019,93,TRAVELLING,2021-03-11 12:57:10.366434+00
4780-LMH,UCYS01S0ZMB000392,41.40376,2.208984,93,TRAVELLING,2021-03-11 12:57:25.207664+00
4780-LMH,UCYS01S0ZMB000392,41.404551,2.208004,93,TRAVELLING,2021-03-11 12:57:38.782233+00
4780-LMH,UCYS01S0ZMB000392,41.404606,2.207965,93,TRAVELLING,2021-03-11 12:57:46.565631+00
4780-LMH,UCYS01S0ZMB000392,41.405209,2.20728,93,TRAVELLING,2021-03-11 12:58:01.210599+00
4780-LMH,UCYS01S0ZMB000392,41.405842,2.206426,93,TRAVELLING,2021-03-11 12:58:16.133401+00
4780-LMH,UCYS01S0ZMB000392,41.406174,2.205869,92,TRAVELLING,2021-03-11 12:58:23.317587+00
4780-LMH,UCYS01S0ZMB000392,41.406751,2.204564,92,TRAVELLING,2021-03-11 12:58:38.334525+00
4780-LMH,UCYS01S0ZMB000392,41.407561,2.203586,92,TRAVELLING,2021-03-11 12:58:52.293592+00
4780-LMH,UCYS01S0ZMB000392,41.407849,2.203414,92,TRAVELLING,2021-03-11 12:59:07.302935+00
4780-LMH,UCYS01S0ZMB000392,41.408072,2.203249,92,TRAVELLING,2021-03-11 12:59:19.464032+00
4780-LMH,UCYS01S0ZMB000392,41.408507,2.202651,92,TRAVELLING,2021-03-11 12:59:34.27722+00
4780-LMH,UCYS01S0ZMB000392,41.408555,2.202599,92,TRAVELLING,2021-03-11 12:59:37.065387+00
4780-LMH,UCYS01S0ZMB000392,41.408622,2.202577,92,TRAVELLING,2021-03-11 12:59:51.203141+00
4780-LMH,UCYS01S0ZMB000392,41.408631,2.202564,92,TRAVELLING,2021-03-11 12:59:53.236112+00
4780-LMH,UCYS01S0ZMB000392,41.40931,2.201702,92,TRAVELLING,2021-03-11 13:00:08.588598+00
4780-LMH,UCYS01S0ZMB000392,41.409723,2.201119,92,TRAVELLING,2021-03-11 13:00:18.443719+00
4780-LMH,UCYS01S0ZMB000392,41.409788,2.201075,92,TRAVELLING,2021-03-11 13:00:32.531039+00
4780-LMH,UCYS01S0ZMB000392,41.410382,2.200275,92,TRAVELLING,2021-03-11 13:00:48.457443+00
4780-LMH,UCYS01S0ZMB000392,41.410543,2.200028,92,TRAVELLING,2021-03-11 13:00:54.14316+00
4780-LMH,UCYS01S0ZMB000392,41.410586,2.19996,92,TRAVELLING,2021-03-11 13:01:08.414063+00
4780-LMH,UCYS01S0ZMB000392,41.410606,2.199927,92,TRAVELLING,2021-03-11 13:01:16.70582+00
4780-LMH,UCYS01S0ZMB000392,41.41102,2.199365,92,TRAVELLING,2021-03-11 13:01:32.43176+00
4780-LMH,UCYS01S0ZMB000392,41.411289,2.199045,92,TRAVELLING,2021-03-11 13:01:39.195954+00
4780-LMH,UCYS01S0ZMB000392,41.41134,2.198986,92,TRAVELLING,2021-03-11 13:01:48.080567+00
4780-LMH,UCYS01S0ZMB000392,41.412014,2.198132,92,TRAVELLING,2021-03-11 13:02:04.418223+00
4780-LMH,UCYS01S0ZMB000392,41.412248,2.197817,91,TRAVELLING,2021-03-11 13:02:06.460324+00
4780-LMH,UCYS01S0ZMB000392,41.4134,2.19631,91,TRAVELLING,2021-03-11 13:02:21.779539+00
4780-LMH,UCYS01S0ZMB000392,41.413907,2.195619,91,TRAVELLING,2021-03-11 13:02:32.921558+00
4780-LMH,UCYS01S0ZMB000392,41.413923,2.195611,91,TRAVELLING,2021-03-11 13:02:34.30384+00
4780-LMH,UCYS01S0ZMB000392,41.41393,2.195607,91,TRAVELLING,2021-03-11 13:02:35.993589+00
4780-LMH,UCYS01S0ZMB000392,41.413936,2.195603,91,TRAVELLING,2021-03-11 13:02:36.861531+00
4780-LMH,UCYS01S0ZMB000392,41.413958,2.19559,91,TRAVELLING,2021-03-11 13:02:40.39824+00
4780-LMH,UCYS01S0ZMB000392,41.413968,2.195592,91,TRAVELLING,2021-03-11 13:02:42.014989+00
4780-LMH,UCYS01S0ZMB000392,41.414017,2.195552,91,TRAVELLING,2021-03-11 13:02:53.562865+00
4780-LMH,UCYS01S0ZMB000392,41.414028,2.195473,91,TRAVELLING,2021-03-11 13:03:05.27182+00
4780-LMH,UCYS01S0ZMB000392,41.414396,2.195033,91,TRAVELLING,2021-03-11 13:03:18.56615+00
4780-LMH,UCYS01S0ZMB000392,41.414992,2.194201,91,TRAVELLING,2021-03-11 13:03:33.178042+00
4780-LMH,UCYS01S0ZMB000392,41.415054,2.19411,91,TRAVELLING,2021-03-11 13:03:36.948563+00
4780-LMH,UCYS01S0ZMB000392,41.415083,2.194058,91,TRAVELLING,2021-03-11 13:03:44.693792+00
4780-LMH,UCYS01S0ZMB000392,41.415105,2.193994,91,TRAVELLING,2021-03-11 13:03:55.399705+00
4780-LMH,UCYS01S0ZMB000392,41.415106,2.193989,91,TRAVELLING,2021-03-11 13:03:56.868429+00
4780-LMH,UCYS01S0ZMB000392,41.415112,2.193979,91,TRAVELLING,2021-03-11 13:03:58.562601+00
4780-LMH,UCYS01S0ZMB000392,41.415625,2.193318,91,TRAVELLING,2021-03-11 13:04:14.569533+00
4780-LMH,UCYS01S0ZMB000392,41.416527,2.192116,91,TRAVELLING,2021-03-11 13:04:37.919642+00
4780-LMH,UCYS01S0ZMB000392,41.416693,2.191875,91,TRAVELLING,2021-03-11 13:04:40.256103+00
4780-LMH,UCYS01S0ZMB000392,41.416698,2.191868,91,TRAVELLING,2021-03-11 13:04:40.360395+00
4780-LMH,UCYS01S0ZMB000392,41.417027,2.191404,91,TRAVELLING,2021-03-11 13:04:49.21333+00
4780-LMH,UCYS01S0ZMB000392,41.418064,2.189854,91,TRAVELLING,2021-03-11 13:05:04.237913+00
4780-LMH,UCYS01S0ZMB000392,41.418577,2.189177,90,TRAVELLING,2021-03-11 13:05:19.346829+00
4780-LMH,UCYS01S0ZMB000392,41.419412,2.187954,90,TRAVELLING,2021-03-11 13:05:33.921109+00
4780-LMH,UCYS01S0ZMB000392,41.419759,2.187615,90,TRAVELLING,2021-03-11 13:05:42.962494+00
4780-LMH,UCYS01S0ZMB000392,41.419772,2.187621,90,TRAVELLING,2021-03-11 13:05:44.322477+00
4780-LMH,UCYS01S0ZMB000392,41.419791,2.187631,90,TRAVELLING,2021-03-11 13:05:45.765107+00
4780-LMH,UCYS01S0ZMB000392,41.419816,2.187617,90,TRAVELLING,2021-03-11 13:05:47.862907+00
4780-LMH,UCYS01S0ZMB000392,41.419847,2.187591,90,TRAVELLING,2021-03-11 13:05:49.367961+00
4780-LMH,UCYS01S0ZMB000392,41.419919,2.187508,90,TRAVELLING,2021-03-11 13:05:56.003291+00
4780-LMH,UCYS01S0ZMB000392,41.420559,2.186671,90,TRAVELLING,2021-03-11 13:06:09.563927+00
4780-LMH,UCYS01S0ZMB000392,41.421402,2.185606,90,TRAVELLING,2021-03-11 13:06:24.347817+00
4780-LMH,UCYS01S0ZMB000392,41.422411,2.184316,90,TRAVELLING,2021-03-11 13:06:39.362685+00
4780-LMH,UCYS01S0ZMB000392,41.422923,2.183736,90,TRAVELLING,2021-03-11 13:06:55.707888+00
4780-LMH,UCYS01S0ZMB000392,41.423043,2.183533,90,TRAVELLING,2021-03-11 13:06:57.848915+00
4780-LMH,UCYS01S0ZMB000392,41.424022,2.182268,90,TRAVELLING,2021-03-11 13:07:13.388228+00
4780-LMH,UCYS01S0ZMB000392,41.425187,2.18077,89,TRAVELLING,2021-03-11 13:07:28.191006+00
4780-LMH,UCYS01S0ZMB000392,41.425829,2.179877,89,TRAVELLING,2021-03-11 13:07:46.382213+00
4780-LMH,UCYS01S0ZMB000392,41.426471,2.178996,89,TRAVELLING,2021-03-11 13:07:57.518127+00
4780-LMH,UCYS01S0ZMB000392,41.42648,2.178988,89,TRAVELLING,2021-03-11 13:07:59.065402+00
4780-LMH,UCYS01S0ZMB000392,41.426506,2.17895,89,TRAVELLING,2021-03-11 13:08:14.113178+00
4780-LMH,UCYS01S0ZMB000392,41.42651,2.178898,89,TRAVELLING,2021-03-11 13:08:29.227992+00
4780-LMH,UCYS01S0ZMB000392,41.426518,2.178863,89,TRAVELLING,2021-03-11 13:08:35.155779+00
4780-LMH,UCYS01S0ZMB000392,41.426459,2.178773,89,TRAVELLING,2021-03-11 13:08:44.675448+00
4780-LMH,UCYS01S0ZMB000392,41.426291,2.178534,89,TRAVELLING,2021-03-11 13:08:53.421391+00
4780-LMH,UCYS01S0ZMB000392,41.426291,2.178526,89,TRAVELLING,2021-03-11 13:08:56.24844+00
4780-LMH,UCYS01S0ZMB000392,41.426293,2.178524,89,TRAVELLING,2021-03-11 13:08:57.752875+00
4780-LMH,UCYS01S0ZMB000392,41.426307,2.178504,89,TRAVELLING,2021-03-11 13:09:11.030722+00
4780-LMH,UCYS01S0ZMB000392,41.426262,2.178468,89,TRAVELLING,2021-03-11 13:09:26.073997+00
4780-LMH,UCYS01S0ZMB000392,41.426258,2.178454,89,TRAVELLING,2021-03-11 13:09:41.230057+00
4780-LMH,UCYS01S0ZMB000392,41.426272,2.178475,89,TRAVELLING,2021-03-11 13:09:56.316916+00
4780-LMH,UCYS01S0ZMB000392,41.426281,2.178474,89,TRAVELLING,2021-03-11 13:10:11.183052+00
4780-LMH,UCYS01S0ZMB000392,41.426263,2.178482,89,TRAVELLING,2021-03-11 13:10:26.229451+00
4780-LMH,UCYS01S0ZMB000392,41.426283,2.178481,89,TRAVELLING,2021-03-11 13:10:41.314221+00
4780-LMH,UCYS01S0ZMB000392,41.426255,2.178502,89,TRAVELLING,2021-03-11 13:10:56.098098+00
4780-LMH,UCYS01S0ZMB000392,41.426252,2.178513,89,TRAVELLING,2021-03-11 13:11:11.110234+00
4780-LMH,UCYS01S0ZMB000392,41.426257,2.1785,89,TRAVELLING,2021-03-11 13:11:26.131206+00
4780-LMH,UCYS01S0ZMB000392,41.426248,2.178499,89,TRAVELLING,2021-03-11 13:11:41.585529+00
4780-LMH,UCYS01S0ZMB000392,41.426257,2.17849,89,TRAVELLING,2021-03-11 13:11:56.013055+00
4780-LMH,UCYS01S0ZMB000392,41.426268,2.178481,89,TRAVELLING,2021-03-11 13:12:11.005965+00
4780-LMH,UCYS01S0ZMB000392,41.42628,2.178459,89,TRAVELLING,2021-03-11 13:12:26.101961+00
4780-LMH,UCYS01S0ZMB000392,41.426299,2.178444,89,TRAVELLING,2021-03-11 13:12:41.019735+00
4780-LMH,UCYS01S0ZMB000392,41.426307,2.178431,89,TRAVELLING,2021-03-11 13:12:56.00378+00
4780-LMH,UCYS01S0ZMB000392,41.426318,2.178417,89,TRAVELLING,2021-03-11 13:13:11.139306+00
4780-LMH,UCYS01S0ZMB000392,41.426308,2.178418,89,TRAVELLING,2021-03-11 13:13:26.108099+00
4780-LMH,UCYS01S0ZMB000392,41.426304,2.178428,89,TRAVELLING,2021-03-11 13:13:41.384346+00
4780-LMH,UCYS01S0ZMB000392,41.426293,2.17845,89,TRAVELLING,2021-03-11 13:13:55.996833+00
4780-LMH,UCYS01S0ZMB000392,41.426311,2.178453,89,TRAVELLING,2021-03-11 13:16:01.263888+00
4780-LMH,UCYS01S0ZMB000392,41.42631,2.178455,89,TRAVELLING,2021-03-11 13:16:03.262774+00
4780-LMH,UCYS01S0ZMB000392,41.426299,2.178474,89,TRAVELLING,2021-03-11 13:17:30.836934+00
4780-LMH,UCYS01S0ZMB000392,41.426262,2.178472,89,TRAVELLING,2021-03-11 13:20:05.520398+00
4780-LMH,UCYS01S0ZMB000392,41.42626,2.178473,89,TRAVELLING,2021-03-11 13:20:14.402946+00
4780-LMH,UCYS01S0ZMB000392,41.426259,2.178474,89,TRAVELLING,2021-03-11 13:20:17.228071+00
4780-LMH,UCYS01S0ZMB000392,41.426262,2.178482,89,TRAVELLING,2021-03-11 13:20:35.738076+00
4780-LMH,UCYS01S0ZMB000392,41.426252,2.178493,89,TRAVELLING,2021-03-11 13:20:51.026227+00
4780-LMH,UCYS01S0ZMB000392,41.426244,2.178503,89,TRAVELLING,2021-03-11 13:21:06.539117+00
4780-LMH,UCYS01S0ZMB000392,41.426243,2.178507,89,TRAVELLING,2021-03-11 13:21:10.60745+00
4780-LMH,UCYS01S0ZMB000392,41.426268,2.178482,89,TRAVELLING,2021-03-11 13:22:22.284364+00
4780-LMH,UCYS01S0ZMB000392,41.426267,2.178483,89,TRAVELLING,2021-03-11 13:22:23.792361+00
4780-LMH,UCYS01S0ZMB000392,41.426285,2.178475,89,TRAVELLING,2021-03-11 13:23:07.352794+00
4780-LMH,UCYS01S0ZMB000392,41.426294,2.178471,89,TRAVELLING,2021-03-11 13:23:38.258045+00
4780-LMH,UCYS01S0ZMB000392,41.426292,2.178473,89,TRAVELLING,2021-03-11 13:23:39.779516+00
4780-LMH,UCYS01S0ZMB000392,41.426294,2.178485,89,TRAVELLING,2021-03-11 13:23:56.403487+00
4780-LMH,UCYS01S0ZMB000392,41.426297,2.178492,89,TRAVELLING,2021-03-11 13:24:15.060223+00
4780-LMH,UCYS01S0ZMB000392,41.426295,2.178487,89,TRAVELLING,2021-03-11 13:24:17.424108+00
4780-LMH,UCYS01S0ZMB000392,41.426288,2.178486,89,TRAVELLING,2021-03-11 13:24:21.442868+00
4780-LMH,UCYS01S0ZMB000392,41.426287,2.178485,89,TRAVELLING,2021-03-11 13:24:23.610973+00
4780-LMH,UCYS01S0ZMB000392,41.426287,2.178487,89,TRAVELLING,2021-03-11 13:24:23.716178+00
4780-LMH,UCYS01S0ZMB000392,41.426286,2.178487,89,TRAVELLING,2021-03-11 13:24:25.451627+00
4780-LMH,UCYS01S0ZMB000392,41.426283,2.17849,89,TRAVELLING,2021-03-11 13:24:29.502208+00
4780-LMH,UCYS01S0ZMB000392,41.426281,2.178491,89,TRAVELLING,2021-03-11 13:24:38.742243+00
4780-LMH,UCYS01S0ZMB000392,41.426269,2.178503,89,TRAVELLING,2021-03-11 13:24:54.764909+00
4780-LMH,UCYS01S0ZMB000392,41.426265,2.178502,89,TRAVELLING,2021-03-11 13:25:08.915095+00
4780-LMH,UCYS01S0ZMB000392,41.426266,2.178501,89,TRAVELLING,2021-03-11 13:25:12.011909+00
4780-LMH,UCYS01S0ZMB000392,41.426274,2.178501,89,TRAVELLING,2021-03-11 13:25:40.166017+00
4780-LMH,UCYS01S0ZMB000392,41.426272,2.178511,89,TRAVELLING,2021-03-11 13:26:08.545186+00
4780-LMH,UCYS01S0ZMB000392,41.426267,2.178507,89,TRAVELLING,2021-03-11 13:26:12.924222+00
4780-LMH,UCYS01S0ZMB000392,41.426258,2.178505,89,TRAVELLING,2021-03-11 13:26:39.397555+00
4780-LMH,UCYS01S0ZMB000392,41.426262,2.17849,89,TRAVELLING,2021-03-11 13:27:08.568963+00
4780-LMH,UCYS01S0ZMB000392,41.426264,2.178487,89,TRAVELLING,2021-03-11 13:27:12.653807+00
4780-LMH,UCYS01S0ZMB000392,41.426269,2.178491,89,TRAVELLING,2021-03-11 13:27:40.434885+00
4780-LMH,UCYS01S0ZMB000392,41.426267,2.17849,89,TRAVELLING,2021-03-11 13:28:09.42516+00
4780-LMH,UCYS01S0ZMB000392,41.426272,2.178488,89,TRAVELLING,2021-03-11 13:28:13.894822+00
4780-LMH,UCYS01S0ZMB000392,41.426275,2.178494,89,TRAVELLING,2021-03-11 13:28:32.091651+00
4780-LMH,UCYS01S0ZMB000392,41.426278,2.178494,89,TRAVELLING,2021-03-11 13:28:38.148266+00
4780-LMH,UCYS01S0ZMB000392,41.426277,2.178495,89,TRAVELLING,2021-03-11 13:30:06.689722+00
4780-LMH,UCYS01S0ZMB000392,41.426277,2.17849,89,TRAVELLING,2021-03-11 13:30:06.750579+00
4780-LMH,UCYS01S0ZMB000392,41.426276,2.178495,89,TRAVELLING,2021-03-11 13:30:06.757591+00
4780-LMH,UCYS01S0ZMB000392,41.426274,2.178495,89,TRAVELLING,2021-03-11 13:30:07.256989+00
4780-LMH,UCYS01S0ZMB000392,41.426276,2.178493,89,TRAVELLING,2021-03-11 13:30:07.542472+00
4780-LMH,UCYS01S0ZMB000392,41.426288,2.178494,89,TRAVELLING,2021-03-11 13:30:11.683792+00
4780-LMH,UCYS01S0ZMB000392,41.426289,2.178493,89,TRAVELLING,2021-03-11 13:30:11.686068+00
